repo_name,component_id,link_url,node_1_type,node_1_id,node_1_author,node_1_num_comment,node_2_type,node_2_id,node_2_author,node_2_num_commentslink_type
mlflow/mlflow,40802,https://github.com/mlflow/mlflow/pull/218#discussion_r208319441,pull_request,300,https://github.com/smurching,2,pull_request,218,https://github.com/smurching,5,other
mlflow/mlflow,40802,https://github.com/mlflow/mlflow/issues/147#issuecomment-405791560,issue,147,https://github.com/arinto,12,pull_request,164,https://github.com/smurching,2,other
mlflow/mlflow,40802,https://github.com/mlflow/mlflow/pull/225#issuecomment-411947162,pull_request,225,https://github.com/0wu,7,pull_request,218,https://github.com/smurching,5,other
jhen0409/react-native-debugger,25443,https://github.com/jhen0409/react-native-debugger/pull/202#issue-296712920,pull_request,202,https://github.com/jhen0409,0,issue,201,https://github.com/idrakimuhamad,3,fixes
jhen0409/react-native-debugger,25443,https://github.com/jhen0409/react-native-debugger/issues/201#issuecomment-365242323,issue,201,https://github.com/idrakimuhamad,3,pull_request,198,https://github.com/hawkup,1,other
jhen0409/react-native-debugger,25443,https://github.com/jhen0409/react-native-debugger/pull/198#issue-295084699,pull_request,198,https://github.com/hawkup,1,issue,194,https://github.com/macrozone,3,fixes
apache/dubbo,8679,https://github.com/apache/dubbo/pull/10016#issue-1229139267,pull_request,10016,https://github.com/chickenlj,0,issue,10012,https://github.com/saleson,3,other
apache/dubbo,8679,https://github.com/apache/dubbo/pull/10017#issue-1229183633,pull_request,10017,https://github.com/chickenlj,2,issue,10012,https://github.com/saleson,3,other
apache/dubbo,8679,https://github.com/apache/dubbo/pull/9831#issue-1177739175,pull_request,9831,https://github.com/hanl754,2,issue,9829,https://github.com/hanl754,2,other
apache/dubbo,8679,https://github.com/apache/dubbo/pull/10047#issue-1238054645,pull_request,10047,https://github.com/wangchengming666,1,issue,10044,https://github.com/saleson,1,fixes
apache/dubbo,8679,https://github.com/apache/dubbo/pull/10010#issue-1228554168,pull_request,10010,https://github.com/chickenlj,0,issue,9829,https://github.com/hanl754,2,other
casesandberg/react-color,16491,https://github.com/casesandberg/react-color/pull/599#issue-424559449,pull_request,599,https://github.com/J-Son89,5,issue,584,https://github.com/J-Son89,2,other
metafizzy/flickity,34155,https://github.com/metafizzy/flickity/issues/741#issuecomment-380553388,issue,741,https://github.com/joshas,1,issue,729,https://github.com/hirasso,5,other
metafizzy/flickity,34155,https://github.com/metafizzy/flickity/issues/534#issuecomment-382506150,issue,534,https://github.com/illycz,45,issue,564,https://github.com/tobz-nz,12,other
iron/iron,24942,https://github.com/iron/iron/pull/109#issue-38613892,pull_request,109,https://github.com/reem,7,issue,105,https://github.com/reem,0,fixes
iron/iron,24942,https://github.com/iron/iron/pull/112#issue-38697974,pull_request,112,https://github.com/reem,2,issue,106,https://github.com/reem,0,fixes
iron/iron,24942,https://github.com/iron/iron/pull/109#issuecomment-50076139,pull_request,109,https://github.com/reem,7,pull_request,108,https://github.com/reem,2,other
iron/iron,24942,,pull_request,109,https://github.com/reem,7,pull_request,112,https://github.com/reem,2,other
iron/iron,24942,https://github.com/iron/iron/issues/94#issue-37612160,issue,94,https://github.com/reem,0,issue,93,https://github.com/msierks,4,other
iron/iron,24942,https://github.com/iron/iron/pull/109#issue-38613892,pull_request,109,https://github.com/reem,7,issue,94,https://github.com/reem,0,fixes
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/161#issuecomment-423401368,issue,161,https://github.com/ms4720,11,pull_request,203,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/161#issuecomment-412531515,issue,161,https://github.com/ms4720,11,issue,164,https://github.com/0xdabbad00,3,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/166#issuecomment-423401539,issue,166,https://github.com/tommy-bee,10,pull_request,203,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/166#issuecomment-413076507,issue,166,https://github.com/tommy-bee,10,pull_request,167,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/205#issuecomment-500276450,issue,205,https://github.com/sq-brootz,10,pull_request,432,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/412#issuecomment-500276321,issue,412,https://github.com/j-maciak,10,pull_request,432,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/pull/755#issue-681635485,pull_request,755,https://github.com/soffensive,1,issue,340,https://github.com/rams3sh,1,other
duo-labs/cloudmapper,22130,https://github.com/duo-labs/cloudmapper/issues/540#issuecomment-534224094,issue,540,https://github.com/samyongsj,7,issue,340,https://github.com/rams3sh,1,other
metafizzy/flickity,34418,https://github.com/metafizzy/flickity/issues/64#issuecomment-76015196,issue,64,https://github.com/gergelypap,3,issue,6,https://github.com/desandro,0,duplicate
metafizzy/flickity,34418,https://github.com/metafizzy/flickity/issues/109#issuecomment-230758770,issue,109,https://github.com/drastick,12,issue,388,https://github.com/mojde-pajang,10,other
metafizzy/flickity,34418,https://github.com/metafizzy/flickity/issues/18#issue-55759472,issue,18,https://github.com/notflip,1,issue,6,https://github.com/desandro,0,duplicate
metafizzy/flickity,34418,https://github.com/metafizzy/flickity/issues/19#issuecomment-71849608,issue,19,https://github.com/joepagan,2,issue,6,https://github.com/desandro,0,duplicate
metafizzy/flickity,34418,https://github.com/metafizzy/flickity/issues/31#issuecomment-72907757,issue,31,https://github.com/flogehring,3,issue,6,https://github.com/desandro,0,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/issues/1760#issuecomment-290375164,issue,1760,https://github.com/ChrisGitIt,2,pull_request,1753,https://github.com/StephanHoyer,1,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/issues/1768#issuecomment-291050054,issue,1768,https://github.com/tkazec,2,pull_request,1753,https://github.com/StephanHoyer,1,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/issues/1752#issue-217510771,issue,1752,https://github.com/StephanHoyer,1,pull_request,1753,https://github.com/StephanHoyer,1,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/pull/1909#issue-244238999,pull_request,1909,https://github.com/tivac,6,pull_request,1905,https://github.com/tivac,6,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/pull/1909#issuecomment-317160798,pull_request,1909,https://github.com/tivac,6,pull_request,1912,https://github.com/tivac,0,other
MithrilJS/mithril.js,36212,https://github.com/MithrilJS/mithril.js/issues/1755#issue-217715014,issue,1755,https://github.com/tivac,4,issue,1784,https://github.com/tivac,3,other
cglib/cglib,16885,https://github.com/cglib/cglib/pull/204#issue-1181331108,pull_request,204,https://github.com/natechadwick,0,issue,162,https://github.com/xunliu,0,other
cglib/cglib,16885,https://github.com/cglib/cglib/pull/204#issue-1181331108,pull_request,204,https://github.com/natechadwick,0,issue,180,https://github.com/MrPeabodyY,0,other
ag-grid/ag-grid,4854,https://github.com/ag-grid/ag-grid/issues/3160#issuecomment-592293858,issue,3160,https://github.com/areisle,24,pull_request,3701,https://github.com/csit-intern-james,13,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/pull/343#issuecomment-483834335,pull_request,343,https://github.com/syucream,7,pull_request,352,https://github.com/0xdabbad00,1,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/291#issuecomment-464410011,issue,291,https://github.com/0xdabbad00,2,issue,36,https://github.com/vichusharma,8,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/36#issue-299336524,issue,36,https://github.com/vichusharma,8,pull_request,343,https://github.com/syucream,7,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/36#issuecomment-367788273,issue,36,https://github.com/vichusharma,8,issue,5,https://github.com/0xdabbad00,1,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/6#issue-297939099,issue,6,https://github.com/0xdabbad00,4,issue,368,https://github.com/0xdabbad00,1,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/355#issue-434017638,issue,355,https://github.com/0xdabbad00,1,pull_request,361,https://github.com/0xdabbad00,0,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/73#issuecomment-373037107,issue,73,https://github.com/naveen2603,4,issue,71,https://github.com/lucas-apd,4,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/75#issuecomment-375747483,issue,75,https://github.com/dmartsynkevych,5,issue,36,https://github.com/vichusharma,8,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/83#issuecomment-385793899,issue,83,https://github.com/Viss,3,issue,79,https://github.com/kirkbrady,2,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/84#issuecomment-386719021,issue,84,https://github.com/hb3b,2,issue,83,https://github.com/Viss,3,other
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/issues/59#issue-301033805,issue,59,https://github.com/lorenzoaiello,1,issue,36,https://github.com/vichusharma,8,duplicate
duo-labs/cloudmapper,22393,https://github.com/duo-labs/cloudmapper/pull/316#issue-418400974,pull_request,316,https://github.com/Azulinho,3,pull_request,352,https://github.com/0xdabbad00,1,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/issues/3780#issuecomment-1054701907,issue,3780,https://github.com/bviviano,17,pull_request,3808,https://github.com/manics,2,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3757#issue-1096311379,pull_request,3757,https://github.com/minrk,2,pull_request,3746,https://github.com/manics,0,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/issues/3729#issue-1084690585,issue,3729,https://github.com/amoshche,3,pull_request,3715,https://github.com/naatebarber,1,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3813#issue-1158564863,pull_request,3813,https://github.com/rzo1,3,pull_request,3808,https://github.com/manics,2,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/1540#issue-274511385,pull_request,1540,https://github.com/minrk,3,issue,1477,https://github.com/psyvision,15,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/issues/3758#issuecomment-1008537606,issue,3758,https://github.com/manics,4,pull_request,3757,https://github.com/minrk,2,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3759#issue-1097612035,pull_request,3759,https://github.com/minrk,1,issue,3737,https://github.com/ykazakov,20,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/issues/1363#issue-252748817,issue,1363,https://github.com/krak3nnn,12,pull_request,3701,https://github.com/minrk,4,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3701#issue-1069354094,pull_request,3701,https://github.com/minrk,4,pull_request,3027,https://github.com/scivm,9,fixes
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3701#issuecomment-1003421641,pull_request,3701,https://github.com/minrk,4,issue,3737,https://github.com/ykazakov,20,other
jupyterhub/jupyterhub,26745,https://github.com/jupyterhub/jupyterhub/pull/3715#issue-1079214589,pull_request,3715,https://github.com/naatebarber,1,issue,3711,https://github.com/ykazakov,2,fixes
Activiti/Activiti,123,https://github.com/Activiti/Activiti/pull/3873#issue-1168446326,pull_request,3873,https://github.com/erdemedeiros,0,issue,3825,https://github.com/erdemedeiros,0,other
Activiti/Activiti,123,https://github.com/Activiti/Activiti/pull/3826#issue-1138406679,pull_request,3826,https://github.com/erdemedeiros,0,issue,3825,https://github.com/erdemedeiros,0,other
Activiti/Activiti,123,https://github.com/Activiti/Activiti/pull/3828#issue-1139889903,pull_request,3828,https://github.com/erdemedeiros,0,issue,3825,https://github.com/erdemedeiros,0,other
Activiti/Activiti,383,https://github.com/Activiti/Activiti/pull/3572#issue-816619804,pull_request,3572,https://github.com/Giovanni007,1,issue,3571,https://github.com/Giovanni007,0,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2377#issue-243249037,pull_request,2377,https://github.com/hackerwins,1,pull_request,2048,https://github.com/lection,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/387#issuecomment-43582240,issue,387,https://github.com/Ephemera,3,issue,331,https://github.com/jpaxsontn,2,duplicate
summernote/summernote,56191,https://github.com/summernote/summernote/issues/645#issue-44860993,issue,645,https://github.com/yamila-fraiman,2,issue,96,https://github.com/hatpick,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/904#issue-57320813,pull_request,904,https://github.com/hackerwins,2,issue,903,https://github.com/Pyohwan,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/3466#issuecomment-582249955,issue,3466,https://github.com/skeets23,6,issue,62,https://github.com/andr2,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/907#issue-57577006,issue,907,https://github.com/david-whitehead-uni,2,issue,933,https://github.com/felixgomez,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2834#issue-325997624,pull_request,2834,https://github.com/manish2bharti,1,issue,1385,https://github.com/periscuelo,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2835#issue-326032445,pull_request,2835,https://github.com/manish2bharti,10,issue,1385,https://github.com/periscuelo,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1301#issue-104048883,issue,1301,https://github.com/Oviglo,10,pull_request,1948,https://github.com/xavier-d,13,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,1819,https://github.com/zhoulijoe,7,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/2229#issuecomment-469321115,issue,2229,https://github.com/RajamohanShilpa,3,issue,2076,https://github.com/bankamohit,1,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2377#issue-243249037,pull_request,2377,https://github.com/hackerwins,1,issue,2075,https://github.com/HumaMilisic,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1948#issuecomment-266263494,pull_request,1948,https://github.com/xavier-d,13,pull_request,2101,https://github.com/reinaldocoelho,11,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/926#issuecomment-75989761,issue,926,https://github.com/eesdil,4,issue,903,https://github.com/Pyohwan,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1258#issue-98210847,pull_request,1258,https://github.com/hackerwins,0,issue,928,https://github.com/winter38,1,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1193#issuecomment-125055426,issue,1193,https://github.com/SudShekhar,7,issue,1185,https://github.com/bbyrdhouse,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1311#issuecomment-313634217,pull_request,1311,https://github.com/Oviglo,14,pull_request,2366,https://github.com/reinaldocoelho,8,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,2342,https://github.com/Hideiki,0,fixes
summernote/summernote,56191,https://github.com/summernote/summernote/issues/935#issuecomment-107118727,issue,935,https://github.com/imranazad,2,issue,93,https://github.com/rakucmr,13,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/904#issue-57320813,pull_request,904,https://github.com/hackerwins,2,pull_request,805,https://github.com/Gorash,0,fixes
summernote/summernote,56191,https://github.com/summernote/summernote/issues/2615#issue-284159466,issue,2615,https://github.com/marcinpiekarski,4,issue,1185,https://github.com/bbyrdhouse,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/437#issue-35760405,issue,437,https://github.com/Sebartus,1,issue,96,https://github.com/hatpick,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/60#issue-20193471,issue,60,https://github.com/ShimShamSam,1,issue,93,https://github.com/rakucmr,13,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/447#issuecomment-70035585,issue,447,https://github.com/loicbenoit,11,issue,96,https://github.com/hatpick,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1217#issue-95227750,issue,1217,https://github.com/jocenunes,2,issue,1248,https://github.com/iohannis,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1258#issue-98210847,pull_request,1258,https://github.com/hackerwins,0,issue,963,https://github.com/grusingh,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2377#issue-243249037,pull_request,2377,https://github.com/hackerwins,1,pull_request,2373,https://github.com/dittos,1,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,2253,https://github.com/Luncher,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/111#issue-23783668,issue,111,https://github.com/matcheson,1,issue,80,https://github.com/vedraan,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1875#issuecomment-346860069,issue,1875,https://github.com/colinhall17,3,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1501#issue-121982986,issue,1501,https://github.com/hurkgu,1,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1498#issuecomment-164138669,issue,1498,https://github.com/caub,5,pull_request,1311,https://github.com/Oviglo,14,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/93#issue-22415592,issue,93,https://github.com/rakucmr,13,pull_request,2366,https://github.com/reinaldocoelho,8,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/111#issue-23783668,issue,111,https://github.com/matcheson,1,issue,96,https://github.com/hatpick,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,2276,https://github.com/alec-netsphere,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/3305#issuecomment-542092950,issue,3305,https://github.com/dominic-berta,1,pull_request,3432,https://github.com/DiemenDesign,0,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1385#issue-111895245,issue,1385,https://github.com/periscuelo,2,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2666#issuecomment-361045255,pull_request,2666,https://github.com/DiemenDesign,24,pull_request,2048,https://github.com/lection,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/2229#issue-209081404,issue,2229,https://github.com/RajamohanShilpa,3,pull_request,1258,https://github.com/hackerwins,0,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1258#issue-98210847,pull_request,1258,https://github.com/hackerwins,0,issue,1257,https://github.com/pjacquemin,6,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/904#issue-57320813,pull_request,904,https://github.com/hackerwins,2,issue,880,https://github.com/hvvjoy,7,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/3060#issue-385791187,pull_request,3060,https://github.com/hendrismit,1,issue,1819,https://github.com/zhoulijoe,7,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/3448#issuecomment-544464686,issue,3448,https://github.com/theworlt,4,pull_request,3432,https://github.com/DiemenDesign,0,other
